LETSDEFEND TAKİP - letsdefend_courses (1)
NO;LINK;ROLE;PATH;COURSE NAME;DETAIL;LESSONS IN COURSE;TOTAL LESSONS;LESSON QUESTIONS;LESSON QUIZ;"DURATION 
(MIN)";RELATED CHALLENGE;DIFFICULTY;BADGE OR CERTIFICATE;SUBSCRIPTION;TOOLS;TOOL TYPES;TARGET;WRITEUP LINK;isReady to Writeup ?;EXTRA INFO
74;https://app.letsdefend.io/training/lessons/network-design-and-security-products;Detection Engineer;"Google Cybersecurity Certificate Preparation Path
CompTIA CySA+ Preparation Path
Detection Engineering Path";Network Design and Security Products;This course offers an in-depth exploration of designing and securing computer networks, providing the knowledge and skills needed to create robust and protected digital environments.;;;;;;;Medium;Badge;Premium;;;;-;No;-
75;https://app.letsdefend.io/training/lessons/secure-network-design;Detection Engineer;"Google Cybersecurity Certificate Preparation Path
CompTIA CySA+ Preparation Path
Detection Engineering Path";Secure Network Design;Empowering experts with the knowledge and skills to create robust and resilient network architectures that prioritize security in an interconnected digital landscape.;;;;;;;Medium;Badge;Premium;;;;-;No;-
76;https://app.letsdefend.io/training/lessons/go-for-cybersecurity;Security Analyst;Programming for Cybersecurity;Go for Cybersecurity;Discover how to detect and thwart malicious activity across various domains with our specialized Golang for Cybersecurity course.;;;;;;;Medium;Badge;Premium;;;;-;No;-
77;https://app.letsdefend.io/training/lessons/detecting-web-attacks-2;Security Analyst;"CompTIA CySA+ Preparation Path
SOC Analyst Learning Path";Detecting Web Attacks - 2;The course focuses on equipping participants with the necessary skills to detect and prevent web attacks effectively.;;;;;;;Medium;Badge;Premium;;;;-;No;-
78;https://app.letsdefend.io/training/lessons/cybersecurity-incident-handling-guide;Incident Responder;"Google Cybersecurity Certificate Preparation Path
Incident Responder Path";Cybersecurity Incident Handling Guide;Learn how to be ready to cyber incidents.;;;;;;;Medium;Badge;Premium;;;;-;No;-
79;https://app.letsdefend.io/training/lessons/malicious-document-analysis;Security Analyst;"Malware Analysis Skill Path
SOC Analyst Learning Path";Malicious Document Analysis;Malicious document files are really popular nowadays. Generally, attackers use these files to gain initial access and we'll teach you how you can analyze these types of files.;;;;;;;Medium;Badge;Free;;;;-;No;-
80;https://app.letsdefend.io/training/lessons/it-security-basis-for-corporates;Security Analyst;SOC Analyst Learning Path;IT Security Basis for Corporates;In this course, we will look at the basic questions to help you to evaluate your level of protection against cyber disasters on your infrastructure.;;;;;;;Medium;Badge;Free;;;;-;No;-
81;https://app.letsdefend.io/training/lessons/splunk;Security Analyst;"SIEM Engineer Career Path
SOC Analyst Learning Path";Splunk;Use Splunk as a SOC member and be comfortable to search data.;;;;;;;Medium;Badge;Free;;;;-;No;-
82;https://app.letsdefend.io/training/lessons/building-malware-analysis-lab;Security Analyst;"Malware Analysis Skill Path
SOC Analyst Learning Path";Building a Malware Analysis Lab;As an Analyst or Incident Responder, during the investigation sometimes we need a malware analysis environment. Let's look at how we can build it.;;;;;;;Medium;Badge;Free;;;;-;No;-
83;https://app.letsdefend.io/training/lessons/job-hunting;Security Analyst;"Career Switch to Cybersecurity
Cybersecurity for Students
Google Cybersecurity Certificate Preparation Path";Job Hunting;Find your dream job in the right way. Learn which steps you should follow.;"Introduction to Job Hunting
What Should You Expect?
How and Where to Look for a Job?
What to take into consideration on the Job Postings
How to Prepare a Cybersecurity Resume
Getting Ready for the Interview";6;5;0;30;;Medium;Badge;Premium;;;;-;No;-
84;https://app.letsdefend.io/training/lessons/introduction-to-cryptography;Security Analyst;"Career Switch to Cybersecurity
Cybersecurity for Students
Google Cybersecurity Certificate Preparation Path
CompTIA CySA+ Preparation Path";Introduction to Cryptology;Understand cryptology for a better cybersecurity mindset;;12;20;1;150;;Medium;Badge;Free;;;;-;No;-
85;https://app.letsdefend.io/training/lessons/virustotal-for-soc-analysts;Security Analyst;"CompTIA CySA+ Preparation Path
Malware Analysis Skill Path
SOC Analyst Learning Path";VirusTotal for SOC Analysts;Learn how to use VirusTotal to become a better SOC Analyst.;;;;;;;Medium;Badge;Premium;;;;-;No;-
86;https://app.letsdefend.io/training/lessons/how-to-prepare-a-cyber-crisis-management-plan;Incident Responder;Incident Responder Path;How to Prepare a Cyber Crisis Management Plan?;Prepare a crisis management plan for your corporate.;;;;;;;Medium;Badge;Free;;;;-;No;-
87;https://app.letsdefend.io/training/lessons/malware-traffic-analysis-with-wireshark;Security Analyst;"Career Switch to Cybersecurity
Cybersecurity for Students
CompTIA CySA+ Preparation Path
Malware Analysis Skill Path";Malware Traffic Analysis with Wireshark;Analyze the malware traffic with the most popular network analysis tool.;;;;;;;Medium;Badge;Free;;;;-;No;-
88;https://app.letsdefend.io/training/lessons/cyber-threat-intelligence;Security Analyst;"CompTIA CySA+ Preparation Path
SOC Analyst Learning Path";Cyber Threat Intelligence;Start learning CTI types, attack surfaces, gathering TI data, and how to use them as a blue team member;;;;;;;Medium;Badge;Free;;;;-;No;-
89;https://app.letsdefend.io/training/lessons/incident-management-101;Security Analyst;SOC Analyst Learning Path;Incident Management 101;Learn how to manage incidents and how incident management systems work;;;;;;;Medium;Badge;Free;;;;-;No;-
90;https://app.letsdefend.io/training/lessons/detecting-brute-force-attacks;Security Analyst;"CompTIA CySA+ Preparation Path
SOC Analyst Learning Path";Detecting Brute Force Attacks;Learn how to detect brute force attacks against applications and systems;;;;;;;Medium;Badge;Free;;;;-;No;-
91;https://app.letsdefend.io/training/lessons/web-attacks-101;Security Analyst;"CompTIA CySA+ Preparation Path
SOC Analyst Learning Path";Detecting Web Attacks;Investigating web attacks as a SOC Analyst;;;;;;;Medium;Badge;Free;;;;-;No;-
92;https://app.letsdefend.io/training/lessons/incident-response-linux;Incident Responder;"Google Cybersecurity Certificate Preparation Path
CompTIA CySA+ Preparation Path
Incident Responder Path";Incident Response on Linux;Master Linux incident response to detect and mitigate threats efficiently. Enhance your cybersecurity skills with hands-on training.;;;;;;;Medium;Badge;Free;;;;-;No;-
93;https://app.letsdefend.io/training/lessons/incident-response-windows;Incident Responder;"Google Cybersecurity Certificate Preparation Path
CompTIA CySA+ Preparation Path
Incident Responder Path";Incident Response on Windows;Master incident response on Windows with this comprehensive course. Learn to detect, analyze, and mitigate threats effectively.;;;;;;;Medium;Badge;Free;;;;-;No;-
94;https://app.letsdefend.io/training/lessons/threat-hunting-with-siem;Threat Hunter;-;Threat Hunting with SIEM;Learn threat hunting with SIEM tools. Detect, investigate, and respond to real-world threats using practical techniques and real data.;;;;;;;Hard;Badge;Premium;;;;-;No;-
95;https://app.letsdefend.io/training/lessons/malware-anti-analysis-techniques;Malware Analyst;-;Malware Anti-Analysis Techniques;Master advanced Malware Anti-Analysis Techniques for stronger cybersecurity skills. Protect systems by understanding and bypassing common analysis methods.;;;;;;;Hard;Badge;Premium;;;;-;No;-
96;https://app.letsdefend.io/training/lessons/dynamic-code-analysis;Malware Analyst;-;Dynamic Code Analysis;Develop your expertise in malware analysis using dynamic code analysis techniques. Gain crucial skills to analyze and mitigate malicious code effectively.;;;;;;;Hard;Badge;Premium;;;;-;No;-
97;https://app.letsdefend.io/training/lessons/static-code-analysis;Malware Analyst;-;Static Code Analysis;Boost SOC team effectiveness with our Static Code Analysis course. Learn to analyze ransomware, detect vulnerabilities, and enhance cybersecurity defenses!;;;;;;;Hard;Badge;Premium;;;;-;No;-
98;https://app.letsdefend.io/training/lessons/mastering-yara-for-malware-detection;Malware Analyst;-;Mastering YARA for Malware Detection;Learn the art of crafting YARA rules for effective malware detection, offering practical experience to boost your cybersecurity threat identification skills.;;;;;;;Hard;Badge;Premium;;;;-;No;-
99;https://app.letsdefend.io/training/lessons/macos-forensics;DFIR;-;macOS Forensics;Learn essential macOS forensics to analyze, recover, and secure digital evidence for effective investigations.;;;;;;;Hard;Badge;Premium;;;;-;No;-
100;https://app.letsdefend.io/training/lessons/reversing-malware;DFIR;-;Reversing Malware;Engage in malware analysis, refine your reverse engineering skills, and advance your cybersecurity expertise.;;;;;;;Hard;Badge;Premium;;;;-;No;-
101;https://app.letsdefend.io/training/lessons/ios-forensics;DFIR;DFIR Learning Path;iOS Forensics;Explore iOS Forensics and dive into advanced techniques for analyzing and securing Apple devices. Enhance your cybersecurity skills effectively today.;;;;;;;Hard;Badge;Premium;;;;-;No;-
102;https://app.letsdefend.io/training/lessons/android-forensics;DFIR;DFIR Learning Path;Android Forensics;Enhance your investigative skills with the Android Forensics course. Explore Android data analysis and incident response techniques in-depth.;;;;;;;Hard;Badge;Premium;;;;-;No;-
103;https://app.letsdefend.io/training/lessons/advanced-linux-forensics;DFIR;-;Advanced Linux Forensics;Discover Advanced Linux Forensics through our in-depth course, covering analytical techniques, investigative practices, and real-world application scenarios.;;;;;;;Hard;Badge;Premium;;;;-;No;-
104;https://app.letsdefend.io/training/lessons/digital-forensics-on-linux;DFIR;DFIR Learning Path;Digital Forensics on Linux;"Explore ""Digital Forensics on Linux"" to gain essential skills in analyzing and investigating cyber incidents. Learn effective techniques to gather and interpret critical data.";;;;;;;Hard;Badge;Premium;;;;-;No;-
105;https://app.letsdefend.io/training/lessons/practical-windows-forensics;DFIR;-;Practical Windows Forensics;"Gain hands-on experience in digital investigation with our ""Practical Windows Forensics"" course.";;;;;;;Hard;Badge;Premium;;;;-;No;-
106;https://app.letsdefend.io/training/lessons/cryptographic-algorithms;Information Security Specialist;Information Security Specialist Career Path;Cryptographic Algorithms;Cryptographic Algorithms: Learn the principles, design, and implementation of encryption and decryption techniques to secure digital information.;;;;;;;Hard;Badge;Premium;;;;-;No;-
107;https://app.letsdefend.io/training/lessons/windows-memory-forensics;DFIR;"CompTIA CySA+ Preparation Path
DFIR Learning Path";Windows Memory Forensics;Unlock the secrets of Windows Memory Forensics in our hands-on course.;;;;;;;Hard;Badge;Premium;;;;-;No;-
108;https://app.letsdefend.io/training/lessons/linux-memory-forensics;DFIR;"CompTIA CySA+ Preparation Path
DFIR Learning Path";Linux Memory Forensics;Learn techniques and tools for analyzing memory dumps in Linux environments to uncover forensic evidence and investigate security incidents.;;;;;;;Hard;Badge;Premium;;;;-;No;-
109;https://app.letsdefend.io/training/lessons/practical-gcp-cloud-armor;Cloud Security Engineer;-;Practical GCP Cloud Armor;Explore practical methods for implementing and optimizing Google Cloud Armor to fortify security within your GCP infrastructure.;;;;;;;Hard;Badge;Premium;;;;-;No;-
110;https://app.letsdefend.io/training/lessons/advanced-event-log-analysis;Incident Responder;Incident Responder Path;Advanced Event Log Analysis;Dive into Advanced Event Log Analysis techniques tailored for incident responders to swiftly detect, investigate, and mitigate security incidents.;;;;;;;Hard;Badge;Premium;;;;-;No;-
111;https://app.letsdefend.io/training/lessons/threat-hunting-for-c2-with-rita;Incident Responder;-;Threat Hunting for C2 with RITA;Learn C2 threat hunting with RITA in this course.;;;;;;;Hard;Badge;Premium;;;;-;No;-
112;https://app.letsdefend.io/training/lessons/aws-guardduty-for-blue-team;Cloud Security Engineer;AWS Security Learning Path;AWS GuardDuty for Blue Team;Effectively leverage AWS GuardDuty in your Blue Team toolkit for robust cloud security defense.;;;;;;;Hard;Badge;Premium;;;;-;No;-
113;https://app.letsdefend.io/training/lessons/usb-forensics;Incident Responder;Incident Responder Path;USB Forensics;Master USB forensics to analyze and extract digital evidence from USB devices with this comprehensive course;;;;;;;Hard;Badge;Free;;;;-;No;-
114;https://app.letsdefend.io/training/lessons/detecting-confluence-cves;Incident Responder;-;Detecting Confluence CVEs;Detect and secure against Confluence CVEs in this targeted course.;;;;;;;Hard;Badge;Premium;;;;-;No;-
115;https://app.letsdefend.io/training/lessons/threat-hunting-with-sysmon;Incident Responder;-;Threat Hunting with Sysmon;Master the art of threat hunting using Sysmon to proactively detect and mitigate cybersecurity threats.;;;;;;;Hard;Badge;Premium;;;;-;No;-
116;https://app.letsdefend.io/training/lessons/advanced-soar;Detection Engineer;"SIEM Engineer Career Path
Detection Engineering Path";Advanced SOAR;Advance your Security Orchestration, Automation, and Response (SOAR) skills with this in-depth course;;;;;;;Hard;Badge;Premium;;;;-;No;-
117;https://app.letsdefend.io/training/lessons/open-source-soar-thehive;Detection Engineer;"SIEM Engineer Career Path
Detection Engineering Path";Open Source SOAR: TheHive;Explore TheHive, an open-source Security Orchestration, Automation, and Response (SOAR) platform;;;;;;;Hard;Badge;Premium;;;;-;No;-
118;https://app.letsdefend.io/training/lessons/siem-alert-tuning;Detection Engineer;"SIEM Engineer Career Path
Detection Engineering Path";SIEM Alert Tuning;Enhance your expertise in SIEM alert tuning to minimize false positive alerts and optimize cybersecurity incident detection in this specialized course;;;;;;;Hard;Badge;Premium;;;;-;No;-
119;https://app.letsdefend.io/training/lessons/siem-log-search-analysis-and-reporting;Detection Engineer;"SIEM Engineer Career Path
Detection Engineering Path";SIEM Log Search, Analysis and Reporting;Gain advanced skills in searching, analyzing, and reporting logs within SIEM systems for enhanced cybersecurity capabilities;;;;;;;Hard;Badge;Premium;;;;-;No;-
120;https://app.letsdefend.io/training/lessons/siem-alert-generation;Detection Engineer;"SIEM Engineer Career Path
Detection Engineering Path";SIEM Alert Generation;Gain expertise in generating effective alerts within SIEM for advanced threat detection in this specialized course;;;;;;;Hard;Badge;Free;;;;-;No;-
121;https://app.letsdefend.io/training/lessons/siem-log-collection-and-parsing;Detection Engineer;"SIEM Engineer Career Path
Detection Engineering Path";SIEM Log Collection and Parsing;Refine your cybersecurity skills with focused expertise in SIEM log collection and parsing techniques in this course;;;;;;;Hard;Badge;Premium;;;;-;No;-
122;https://app.letsdefend.io/training/lessons/vulnerability-management;Detection Engineer;"Google Cybersecurity Certificate Preparation Path
Detection Engineering Path";Vulnerability Management;Learn to effectively manage vulnerabilities for stronger cybersecurity defenses;;;;;;;Hard;Badge;Premium;;;;-;No;-
123;https://app.letsdefend.io/training/lessons/attack-surface-management;Detection Engineer;Detection Engineering Path;Attack Surface Management;Dive into Attack Surface Management to secure systems by reducing potential vulnerabilities;;;;;;;Hard;Badge;Premium;;;;-;No;-
124;https://app.letsdefend.io/training/lessons/threat-hunting-and-ir-with-xdr-edr;Detection Engineer;"CompTIA CySA+ Preparation Path
Detection Engineering Path";Threat Hunting and IR with XDR/EDR;Gain expertise in Threat Hunting and Incident Response using XDR/EDR technologies with our specialized course;;;;;;;Hard;Badge;Premium;;;;-;No;-
125;https://app.letsdefend.io/training/lessons/xdr-edr-basics;Detection Engineer;Detection Engineering Path;XDR/EDR Basics;Discover the fundamentals of XDR and EDR in this introductory course.;;;;;;;Hard;Badge;Premium;;;;-;No;-
126;https://app.letsdefend.io/training/lessons/python-for-blue-team;Detection Engineer;"Google Cybersecurity Certificate Preparation Path
Detection Engineering Path
Programming for Cybersecurity";Python for Blue Team;Improve Blue Team's cybersecurity by using 'Python for Blue Team' to defend against threats effectively.;;;;;;;Hard;Badge;Premium;;;;-;No;-
127;https://app.letsdefend.io/training/lessons/advanced-powershell-for-blue-team;Detection Engineer;"Detection Engineering Path
Programming for Cybersecurity";Advanced PowerShell for Blue Team;Level up your cybersecurity defense with advanced PowerShell skills for the Blue Team;;;;;;;Hard;Badge;Premium;;;;-;No;-
128;https://app.letsdefend.io/training/lessons/powershell-for-analysis;Detection Engineer;"Detection Engineering Path
Programming for Cybersecurity";PowerShell for Analysis;Use PowerShell for effective cybersecurity analysis;;;;;;;Hard;Badge;Premium;;;;-;No;-
129;https://app.letsdefend.io/training/lessons/bash-scripting-for-blue-team;Detection Engineer;"Google Cybersecurity Certificate Preparation Path
Detection Engineering Path
Programming for Cybersecurity";Bash Scripting for Blue Team;Master essential proactive scripting techniques to equip the blue team in cybersecurity defence;;;;;;;Hard;Badge;Premium;;;;-;No;-
130;https://app.letsdefend.io/training/lessons/advanced-bash-scripting;Detection Engineer;"Detection Engineering Path
Programming for Cybersecurity";Advanced Bash Scripting;Improve your abilities in cybersecurity by mastering sophisticated scripting techniques;;;;;;;Hard;Badge;Premium;;;;-;No;-
131;https://app.letsdefend.io/training/lessons/advanced-linux-unix-system-security;Detection Engineer;Detection Engineering Path;Advanced Linux/Unix System Security;Enhance cyber attack detection skills in our Advanced Linux/Unix System Security course;;;;;;;Hard;Badge;Premium;;;;-;No;-
132;https://app.letsdefend.io/training/lessons/windows-system-security;Detection Engineer;Detection Engineering Path;Windows System Security;Learn to secure your Windows systems effectively with this course;;;;;;;Hard;Badge;Premium;;;;-;No;-
133;https://app.letsdefend.io/training/lessons/detecting-insecure-deserialization-vulnerabilities;Incident Responder;-;Detecting Insecure Deserialization Vulnerabilities;Equip yourself with the expertise to detect and mitigate Insecure Deserialization Vulnerabilities;;;;;;;Hard;Badge;Premium;;;;-;No;-
134;https://app.letsdefend.io/training/lessons/windows-disk-forensics;Incident Responder;Incident Responder Path;Windows Disk Forensics;Explore the intricacies of digital investigations and data recovery through;;;;;;;Hard;Badge;Premium;;;;-;No;-
135;https://app.letsdefend.io/training/lessons/hunting-the-remote-access-techniques;Incident Responder;-;Hunting the Remote Access Techniques;Explore advanced techniques and strategies for detecting remote access threats in the field of cybersecurity.;;;;;;;Hard;Badge;Premium;;;;-;No;-
136;https://app.letsdefend.io/training/lessons/jwt-attacks-and-detection;Incident Responder;-;JWT Attacks and Detection;Equip incident responders with essential JWT attack detection and mitigation skills.;;;;;;;Hard;Badge;Premium;;;;-;No;-
137;https://app.letsdefend.io/training/lessons/f5-big-ip-icontrol-rest-rce-detection;Incident Responder;-;F5 BIG-IP iControl REST RCE Detection;CVE-2022-1388, F5 BIG-IP iControl REST RCE;;;;;;;Hard;Badge;Premium;;;;-;No;-
138;https://app.letsdefend.io/training/lessons/text4shell;Incident Responder;-;Text4Shell;Gain the necessary knowledge and skills to identify and respond to Text4Shell attacks effectively;;;;;;;Hard;Badge;Premium;;;;-;No;-
139;https://app.letsdefend.io/training/lessons/detecting-log4shell-attack;Incident Responder;-;Detecting Log4Shell Attack;Gain necessary knowledge and skills to identify and respond to Log4Shell attacks effectively;;;;;;;Hard;Badge;Premium;;;;-;No;-
140;https://app.letsdefend.io/training/lessons/registry-forensics-2;Incident Responder;-;Registry Forensics - 2;Find more evidence on the Windows Registry.;;;;;;;Hard;Badge;Premium;;;;-;No;-
141;https://app.letsdefend.io/training/lessons/detecting-advanced-web-attacks;Incident Responder;-;Detecting Advanced Web Attacks;This course equips SOC Analysts and Incident Responders with the skills to identify and mitigate sophisticated web-based threats.;;;;;;;Hard;Badge;Premium;;;;-;No;-
142;https://app.letsdefend.io/training/lessons/reverse-engineering-2;Security Analyst;Malware Analysis Skill Path;Reverse Engineering 2;Explore reverse engineering techniques, including registers, X86 Assembly, CPU instructions, GDB debugging, and analysis, gaining practical skills to dissect and understand software at a low-level.;;;;;;;Hard;Badge;Premium;;;;-;No;-
143;https://app.letsdefend.io/training/lessons/windows-forensics;Incident Responder;-;Windows Forensics;Learn the fundamentals of Windows Forensics.;;;;;;;Hard;Badge;Free;;;;-;No;-
144;https://app.letsdefend.io/training/lessons/wazuh;Incident Responder;SIEM Engineer Career Path;Wazuh;Gain comprehensive knowledge of Wazuh Open Source Security Platform and hands-on experience with SIEM processes in this course.;;;;;;;Hard;Badge;Premium;;;;-;No;-
145;https://app.letsdefend.io/training/lessons/static-malware-analysis;Security Analyst;Malware Analysis Skill Path;Static Malware Analysis;This course teaches SOC analysts how to analyze malware without execution, enabling them to detect and respond to security threats more effectively.;;;;;;;Hard;Badge;Premium;;;;-;No;-
146;https://app.letsdefend.io/training/lessons/reverse-engineering;Security Analyst;Malware Analysis Skill Path;Reverse Engineering;Master the basics of reverse engineering with our practical Reverse Engineering 101 course, suitable for students, cybersecurity pros, and enthusiasts. Gain skills in analyzing software and hardware, assessing vulnerabilities, and detecting malware.;;;;;;;Hard;Badge;Premium;;;;-;No;-
147;https://app.letsdefend.io/training/lessons/gtfobins;Incident Responder;Incident Responder Path;GTFOBins;This course is for security professionals interested in learning how attackers use legitimate Unix binaries to bypass security measures.;;;;;;;Hard;Badge;Premium;;;;-;No;-
148;https://app.letsdefend.io/training/lessons/hunting-ad-attacks;Incident Responder;Incident Responder Path;Hunting AD Attacks;As an investigator, you should be able to hunt AD attacks.;;;;;;;Hard;Badge;Premium;;;;-;No;-
149;https://app.letsdefend.io/training/lessons/forensic-acquisition-and-triage;Incident Responder;Incident Responder Path;Forensic Acquisition and Triage;The aim of this course is to teach you how to do acquisition and triage infected machines.;;;;;;;Hard;Badge;Premium;;;;-;No;-
150;https://app.letsdefend.io/training/lessons/windows-registry-forensics;Incident Responder;Incident Responder Path;Windows Registry Forensics;You can find lots of evidence on the Windows Registry. Follow this course and learn how you can do that.;;;;;;;Hard;Badge;Premium;;;;-;No;-
151;https://app.letsdefend.io/training/lessons/event-log-analysis;Incident Responder;Incident Responder Path;Event Log Analysis;You can find lots of evidence from Event Logs. Learn how to use event logs during the investigations.;;;;;;;Hard;Badge;Premium;;;;-;No;-
152;https://app.letsdefend.io/training/lessons/browser-forensics;Incident Responder;Incident Responder Path;Browser Forensics;Browser data is important for the investigation process. Learn how you should find evidence and examine it.;;;;;;;Hard;Badge;Free;;;;-;No;-
153;https://app.letsdefend.io/training/lessons/building-a-soc-lab-at-home;Security Analyst;SOC Analyst Learning Path;Building a SOC Lab at Home;If you want to build a SOC Lab with free tools, you should follow this course.;;;;;;;Hard;Badge;Free;;;;-;No;-
154;https://app.letsdefend.io/training/lessons/log-analysis-with-sysmon;Incident Responder;Incident Responder Path;Log Analysis with Sysmon;Sysmon is one of the most important log sources on Windows machines. Learn how to find evidence with it.;;;;;;;Hard;Badge;Premium;;;;-;No;-
155;https://app.letsdefend.io/training/lessons/memory-forensics;Incident Responder;Incident Responder Path;Memory Forensics;Sometimes you can not find evidence on disk during analysis. Learn how to do memory analysis and never miss any evidence.;;;;;;;Hard;Badge;Premium;;;;-;No;-
156;https://app.letsdefend.io/training/lessons/hacked-web-server-analysis;Incident Responder;Incident Responder Path;Hacked Web Server Analysis;Learn how to analyze compromised web servers;;;;;;;Hard;Badge;Premium;;;;-;No;-
157;https://app.letsdefend.io/training/lessons/network-log-analysis;Security Analyst;"Google Cybersecurity Certificate Preparation Path
CompTIA CySA+ Preparation Path
SOC Analyst Learning Path";Network Log Analysis;SOC Analysts should be able to examine different network log sources during the investigation. Find out how you can do this.;;;;;;;Hard;Badge;Premium;;;;-;No;-
158;https://app.letsdefend.io/training/lessons/writing-a-report-on-security-incident;Incident Responder;"CompTIA CySA+ Preparation Path
Incident Responder Path";Writing a Report on Security Incident;Writing a clear report is really important to understand what you did exactly for other people.;;;;;;;Hard;Badge;Premium;;;;-;No;-
159;https://app.letsdefend.io/training/lessons/dynamic-malware-analysis;Security Analyst;"Career Switch to Cybersecurity
CompTIA CySA+ Preparation Path
Malware Analysis Skill Path
SOC Analyst Learning Path";Dynamic Malware Analysis;Learn details about how to do dynamic malware analysis during the investigation;;;;;;;Hard;Badge;Free;;;;-;No;-
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;3210;DAKİKA;;;;;;;;;
;;;;;;;;;;54;SAAT;;;;;;;;;
;;;;;;;;;;2;GÜN;;;;;;;;;
